R_fighter,B_fighter,date,location,Winner,weight_class,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Stephen Thompson,Anthony Pettis,3/23/2019,"Nashville, Tennessee, USA",Blue,Welterweight,8,7,0,0,1,1,2,4,0,Orthodox,177.8,182.88,155,9,4,0,0,0,4,5,0,0,Orthodox,182.88,190.5,170,32,36
Marlon Vera,Frankie Saenz,3/23/2019,"Nashville, Tennessee, USA",Red,Bantamweight,5,3,0,0,2,3,0,0,0,Orthodox,167.64,167.64,135,6,4,0,0,0,1,2,3,0,Switch,172.72,177.8,135,38,26
Curtis Blaydes,Justin Willis,3/23/2019,"Nashville, Tennessee, USA",Red,Heavyweight,4,0,0,0,0,3,1,0,0,Southpaw,185.42,198.12,264,5,3,0,0,0,2,2,0,1,Orthodox,193.04,203.2,265,31,28
John Makdessi,Jesus Pinedo,3/23/2019,"Nashville, Tennessee, USA",Red,Lightweight,1,0,0,0,0,1,0,0,0,Southpaw,177.8,,155,9,6,0,0,1,5,3,0,0,Orthodox,172.72,172.72,155,22,33
Maycee Barber,JJ Aldrich,3/23/2019,"Nashville, Tennessee, USA",Red,WomenFlyweight,3,1,0,0,0,3,0,0,0,Southpaw,165.1,170.18,125,1,0,0,0,0,0,1,0,0,Switch,165.1,165.1,125,26,20
Luis Pena,Steven Peterson,3/23/2019,"Nashville, Tennessee, USA",Red,Featherweight,1,1,0,0,1,0,0,0,0,Orthodox,177.8,177.8,145,1,1,0,0,0,0,0,1,0,Southpaw,190.5,190.5,155,28,25
Randa Markos,Angela Hill,3/23/2019,"Nashville, Tennessee, USA",Red,WomenStrawweight,3,5,0,0,0,3,0,0,0,Orthodox,160.02,162.56,115,4,6,0,0,1,3,0,0,0,Orthodox,162.56,160.02,115,34,33
Eric Shelton,Jordan Espinosa,3/23/2019,"Nashville, Tennessee, USA",Blue,Flyweight,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,2,3,0,0,1,1,0,0,0,Orthodox,167.64,172.72,125,29,28
Alexis Davis,Jennifer Maia,3/23/2019,"Nashville, Tennessee, USA",Blue,WomenFlyweight,0,1,0,0,0,0,0,0,0,Orthodox,162.56,162.56,125,6,3,0,0,2,3,0,1,0,Orthodox,167.64,172.72,135,30,34
Ryan MacDonald,Chris Gutierrez,3/23/2019,"Nashville, Tennessee, USA",Blue,Bantamweight,0,1,0,0,0,0,0,0,0,Orthodox,175.26,170.18,145,0,0,0,0,0,0,0,0,0,Switch,180.34,180.34,135,27,26
Volkan Oezdemir,Dominick Reyes,3/16/2019,"London, England, United Kingdom",Blue,LightHeavyweight,4,0,0,0,0,1,2,1,0,Southpaw,193.04,195.58,205,3,2,0,0,1,0,2,0,0,Orthodox,187.96,190.5,205,29,29
Jack Marshman,John Phillips,3/16/2019,"London, England, United Kingdom",Red,Middleweight,0,2,0,0,0,0,0,0,0,Southpaw,180.34,190.5,185,2,3,0,0,0,1,1,0,0,Orthodox,182.88,185.42,185,33,29
Nathaniel Wood,Jose Quinonez,3/16/2019,"London, England, United Kingdom",Red,Bantamweight,4,1,0,0,0,3,0,1,0,Southpaw,172.72,175.26,135,2,0,0,0,0,0,0,2,0,Orthodox,167.64,175.26,140,28,25
Marc Diakiese,Joe Duffy,3/16/2019,"London, England, United Kingdom",Red,Lightweight,4,2,0,0,0,1,1,2,0,Orthodox,177.8,185.42,155,3,3,0,0,0,1,2,0,0,Orthodox,177.8,185.42,155,31,25
Arnold Allen,Jordan Rinaldi,3/16/2019,"London, England, United Kingdom",Red,Featherweight,2,2,0,0,0,1,0,1,0,Orthodox,177.8,182.88,145,4,0,0,0,1,1,0,2,0,Southpaw,172.72,177.8,145,31,25
Danny Roberts,Claudio Silva,3/16/2019,"London, England, United Kingdom",Blue,Welterweight,3,0,0,0,1,1,0,1,0,Southpaw,180.34,180.34,170,5,2,0,0,1,1,2,1,0,Southpaw,185.42,187.96,170,36,31
Darren Till,Jorge Masvidal,3/16/2019,"London, England, United Kingdom",Blue,Welterweight,9,6,0,0,0,5,3,1,0,Orthodox,180.34,187.96,170,5,2,0,0,0,3,2,0,0,Southpaw,182.88,187.96,185,34,26
Leon Edwards,Gunnar Nelson,3/16/2019,"London, England, United Kingdom",Red,Welterweight,8,3,0,0,0,1,0,7,0,Switch,180.34,182.88,170,8,2,0,0,0,5,2,1,0,Southpaw,187.96,187.96,170,30,27
Danny Henry,Dan Ige,3/16/2019,"London, England, United Kingdom",Blue,Featherweight,2,1,0,0,0,1,1,0,0,Orthodox,170.18,180.34,145,2,0,0,0,0,1,0,1,0,Orthodox,182.88,185.42,145,27,30
Molly McCann,Priscila Cachoeira,3/16/2019,"London, England, United Kingdom",Red,WomenFlyweight,0,1,0,0,0,0,0,0,0,Orthodox,170.18,165.1,135,0,1,0,0,0,0,0,0,0,Orthodox,162.56,157.48,125,30,28
Nicolae Negumereanu,Saparbeg Safarov,3/16/2019,"London, England, United Kingdom",Blue,LightHeavyweight,0,2,0,0,0,0,0,0,0,Orthodox,185.42,198.12,185,0,0,0,0,0,0,0,0,0,Orthodox,182.88,198.12,205,32,24
Mike Grundy,Nad Narimani,3/16/2019,"London, England, United Kingdom",Red,Featherweight,2,0,0,0,0,2,0,0,0,Orthodox,172.72,177.8,145,0,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,145,31,32
Blagoy Ivanov,Ben Rothwell,3/9/2019,"Wichita, Kansas, USA",Red,Heavyweight,6,4,0,0,0,1,3,2,0,Orthodox,193.04,198.12,265,0,1,0,0,0,0,0,0,0,Southpaw,180.34,185.42,250,37,32
Elizeu Zaleski dos Santos,Curtis Millender,3/9/2019,"Wichita, Kansas, USA",Red,Welterweight,3,0,0,0,0,2,1,0,0,Orthodox,187.96,193.04,170,6,1,0,0,1,2,3,0,0,Orthodox,180.34,185.42,170,31,32
Derrick Lewis,Junior Dos Santos,3/9/2019,"Wichita, Kansas, USA",Blue,Heavyweight,14,4,0,0,0,5,9,0,0,Orthodox,193.04,195.58,238,12,4,0,0,1,1,10,0,0,Orthodox,190.5,200.66,260,35,34
Beneil Dariush,Drew Dober,3/9/2019,"Wichita, Kansas, USA",Red,Lightweight,6,5,0,0,0,3,2,1,0,Southpaw,172.72,177.8,155,9,5,0,0,1,4,1,3,0,Southpaw,177.8,182.88,155,30,29
Marion Reneau,Yana Kunitskaya,3/9/2019,"Wichita, Kansas, USA",Blue,WomenBantamweight,1,1,0,0,0,1,0,0,0,Orthodox,167.64,172.72,135,5,4,0,0,0,1,2,2,0,Orthodox,167.64,172.72,135,29,41
Tim Boetsch,Omari Akhmedov,3/9/2019,"Wichita, Kansas, USA",Blue,Middleweight,5,4,0,0,1,2,2,0,0,Orthodox,182.88,185.42,185,12,11,0,0,2,3,7,0,0,Orthodox,182.88,187.96,185,31,38
Anthony Rocco Martin,Sergio Moraes,3/9/2019,"Wichita, Kansas, USA",Red,Welterweight,8,3,0,0,2,2,1,3,0,Orthodox,182.88,182.88,170,7,4,0,0,0,3,1,3,0,Orthodox,182.88,185.42,170,36,29
Tim Means,Niko Price,3/9/2019,"Wichita, Kansas, USA",Blue,Welterweight,4,3,0,0,0,0,2,2,0,Orthodox,182.88,193.04,170,10,8,0,0,1,3,5,1,0,Orthodox,187.96,190.5,170,29,35
Grant Dawson,Julian Erosa,3/9/2019,"Wichita, Kansas, USA",Red,Featherweight,1,2,0,0,1,0,0,0,0,Southpaw,185.42,187.96,145,0,0,0,0,0,0,0,0,0,Switch,177.8,182.88,145,29,25
Maurice Greene,Jeff Hughes,3/9/2019,"Wichita, Kansas, USA",Red,Heavyweight,0,0,0,0,0,0,0,0,0,Orthodox,187.96,195.58,250,1,0,0,0,0,0,0,1,0,Orthodox,200.66,203.2,258,30,32
Alex White,Dan Moret,3/9/2019,"Wichita, Kansas, USA",Red,Lightweight,0,1,0,0,0,0,0,0,0,Southpaw,182.88,185.42,155,3,5,0,0,0,1,2,0,0,Southpaw,182.88,180.34,155,32,30
Alex Morono,Zak Ottow,3/9/2019,"Wichita, Kansas, USA",Red,Welterweight,4,3,0,0,3,0,1,0,0,Orthodox,180.34,182.88,170,4,3,0,0,1,2,0,1,0,Orthodox,180.34,182.88,170,32,28
Louis Smolka,Matt Schnell,3/9/2019,"Wichita, Kansas, USA",Blue,Bantamweight,2,2,0,0,1,1,0,0,0,Orthodox,172.72,177.8,125,6,5,0,0,0,2,2,2,0,Orthodox,175.26,172.72,135,29,27
Robbie Lawler,Ben Askren,3/2/2019,"Las Vegas, Nevada, USA",Blue,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,13,6,0,0,3,4,6,0,0,Southpaw,180.34,187.96,170,34,36
Tecia Torres,Zhang Weili,3/2/2019,"Las Vegas, Nevada, USA",Blue,WomenStrawweight,2,0,0,0,0,1,0,1,0,Switch,162.56,160.02,115,6,3,0,0,0,5,0,1,0,Orthodox,154.94,152.4,115,29,29
Cody Garbrandt,Pedro Munhoz,3/2/2019,"Las Vegas, Nevada, USA",Blue,Bantamweight,7,4,0,0,0,2,2,3,0,Orthodox,167.64,165.1,135,6,2,0,0,0,2,4,0,0,Orthodox,172.72,165.1,135,32,27
Jon Jones,Anthony Smith,3/2/2019,"Las Vegas, Nevada, USA",Red,LightHeavyweight,7,3,0,0,0,1,5,1,0,Orthodox,193.04,193.04,205,17,2,0,0,0,7,5,5,0,Orthodox,193.04,213.36,205,30,31
Jeremy Stephens,Zabit Magomedsharipov,3/2/2019,"Las Vegas, Nevada, USA",Blue,Featherweight,4,0,0,0,0,1,0,3,0,Orthodox,185.42,185.42,145,15,14,0,0,1,6,7,0,1,Orthodox,175.26,180.34,145,28,32
Tyron Woodley,Kamaru Usman,3/2/2019,"Las Vegas, Nevada, USA",Blue,Welterweight,9,0,0,0,0,7,1,1,0,Switch,182.88,193.04,170,9,3,0,1,1,1,5,1,0,Orthodox,175.26,187.96,170,31,36
Misha Cirkunov,Johnny Walker,3/2/2019,"Las Vegas, Nevada, USA",Blue,LightHeavyweight,2,0,0,0,0,0,2,0,0,Orthodox,198.12,208.28,205,5,2,0,0,0,0,1,4,0,Orthodox,190.5,195.58,205,26,32
Cody Stamann,Alejandro Perez,3/2/2019,"Las Vegas, Nevada, USA",Red,Bantamweight,7,2,0,0,1,3,3,0,0,Orthodox,167.64,170.18,145,3,1,0,0,2,1,0,0,0,Orthodox,167.64,162.56,145,29,29
Diego Sanchez,Mickey Gall,3/2/2019,"Las Vegas, Nevada, USA",Red,Welterweight,4,1,0,0,0,0,0,4,0,Switch,187.96,187.96,170,17,11,0,0,3,9,5,0,0,Southpaw,177.8,182.88,170,27,37
Gina Mazany,Macy Chiasson,3/2/2019,"Las Vegas, Nevada, USA",Blue,WomenBantamweight,1,0,0,0,0,0,0,1,0,Orthodox,180.34,182.88,135,1,2,0,0,0,1,0,0,0,Southpaw,167.64,172.72,125,27,30
Edmen Shahbazyan,Charles Byrd,3/2/2019,"Las Vegas, Nevada, USA",Red,Middleweight,1,1,0,0,0,0,0,1,0,Orthodox,177.8,185.42,185,1,0,0,0,1,0,0,0,0,Orthodox,187.96,187.96,185,35,21
Polyana Viana,Hannah Cifers,3/2/2019,"Las Vegas, Nevada, USA",Blue,WomenStrawweight,0,1,0,0,0,0,0,0,0,Orthodox,154.94,157.48,115,1,1,0,0,0,0,0,1,0,Orthodox,165.1,170.18,115,26,26
Daniel Teymur,Chris Fishgold,2/23/2019,"Prague, Czech Republic",Blue,Featherweight,0,1,0,0,0,0,0,0,0,Orthodox,172.72,172.72,145,0,2,0,0,0,0,0,0,0,Orthodox,165.1,175.26,145,26,31
Dwight Grant,Carlo Pedersoli Jr.,2/23/2019,"Prague, Czech Republic",Red,Welterweight,1,1,0,0,1,0,0,0,0,Southpaw,180.34,190.5,170,0,1,0,0,0,0,0,0,0,Switch,185.42,193.04,170,25,34
Gian Villante,Michal Oleksiejczuk,2/23/2019,"Prague, Czech Republic",Blue,LightHeavyweight,0,1,0,0,0,0,0,0,0,Southpaw,182.88,187.96,205,7,7,0,0,3,0,4,0,0,Orthodox,190.5,193.04,230,24,33
Magomed Ankalaev,Klidson Abreu,2/23/2019,"Prague, Czech Republic",Red,LightHeavyweight,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,205,1,1,0,0,0,0,1,0,0,Orthodox,190.5,190.5,205,26,26
Liz Carmouche,Lucie Pudilova,2/23/2019,"Prague, Czech Republic",Red,WomenFlyweight,2,2,0,0,0,2,0,0,0,Orthodox,172.72,170.18,125,4,4,0,0,1,2,1,0,0,Orthodox,167.64,167.64,125,24,35
Jan Blachowicz,Thiago Santos,2/23/2019,"Prague, Czech Republic",Blue,LightHeavyweight,12,5,0,0,0,2,10,0,0,Orthodox,187.96,193.04,205,6,4,0,0,0,3,1,2,0,Orthodox,187.96,198.12,205,35,35
John Dodson,Petr Yan,2/23/2019,"Prague, Czech Republic",Blue,Bantamweight,3,0,0,0,0,1,2,0,0,Switch,170.18,170.18,135,9,5,0,0,1,3,4,0,1,Orthodox,160.02,167.64,135,26,34
Stefan Struve,Marcos Rogerio de Lima,2/23/2019,"Prague, Czech Republic",Red,Heavyweight,5,3,0,0,0,1,3,1,0,Orthodox,185.42,190.5,253,12,9,0,1,0,1,5,5,0,Orthodox,210.82,213.36,265,33,31
Damir Hadzovic,Marco Polo Reyes,2/23/2019,"Prague, Czech Republic",Red,Lightweight,4,1,0,0,1,0,3,0,0,Orthodox,180.34,180.34,155,2,2,0,0,1,0,1,0,0,Orthodox,175.26,177.8,155,34,32
Veronica Macedo,Gillian Robertson,2/23/2019,"Prague, Czech Republic",Blue,WomenFlyweight,2,1,0,0,0,0,0,2,0,Orthodox,165.1,160.02,125,0,2,0,0,0,0,0,0,0,Southpaw,162.56,162.56,125,23,23
Michel Prazeres,Ismail Naurdiev,2/23/2019,"Prague, Czech Republic",Blue,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,170,10,2,0,0,3,4,0,3,0,Orthodox,167.64,170.18,170,22,37
Damir Ismagulov,Joel Alvarez,2/23/2019,"Prague, Czech Republic",Red,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,155,1,0,0,0,0,1,0,0,0,Orthodox,175.26,177.8,155,24,28
Rustam Khabilov,Diego Ferreira,2/23/2019,"Prague, Czech Republic",Blue,Lightweight,5,2,0,0,0,1,3,1,0,Orthodox,175.26,187.96,155,9,2,0,0,1,6,1,0,1,Orthodox,172.72,185.42,155,34,32
Jimmie Rivera,Aljamain Sterling,2/17/2019,"Phoenix, Arizona, USA",Blue,Bantamweight,8,3,0,0,0,4,1,3,0,Orthodox,170.18,180.34,135,6,1,0,0,1,4,1,0,0,Orthodox,162.56,172.72,135,29,29
Alex Caceres,Kron Gracie,2/17/2019,"Phoenix, Arizona, USA",Blue,Featherweight,0,0,0,0,0,0,0,0,0,Southpaw,175.26,177.8,145,9,10,0,0,3,3,0,2,1,Southpaw,177.8,185.42,145,30,30
Andre Fili,Myles Jury,2/17/2019,"Phoenix, Arizona, USA",Red,Featherweight,8,3,0,0,1,3,3,1,0,Orthodox,177.8,185.42,145,6,5,0,0,1,3,2,0,0,Orthodox,180.34,187.96,145,30,28
Cortney Casey,Cynthia Calvillo,2/17/2019,"Phoenix, Arizona, USA",Blue,WomenStrawweight,4,1,0,0,0,1,0,3,0,Orthodox,162.56,162.56,125,4,5,0,0,1,1,1,1,0,Orthodox,170.18,170.18,125,31,31
James Vick,Paul Felder,2/17/2019,"Phoenix, Arizona, USA",Blue,Lightweight,7,4,0,0,1,1,4,1,0,Orthodox,180.34,177.8,155,9,2,0,0,0,4,2,3,0,Orthodox,190.5,193.04,155,34,31
Francis Ngannou,Cain Velasquez,2/17/2019,"Phoenix, Arizona, USA",Red,Heavyweight,12,2,0,0,0,2,10,0,0,Orthodox,185.42,195.58,240,7,2,0,0,0,0,5,1,1,Orthodox,193.04,210.82,250,36,32
Vicente Luque,Bryan Barberena,2/17/2019,"Phoenix, Arizona, USA",Red,Welterweight,5,3,0,0,0,1,3,1,0,Southpaw,182.88,182.88,170,7,2,0,0,0,0,4,3,0,Orthodox,180.34,190.5,170,29,27
Benito Lopez,Manny Bermudez,2/17/2019,"Phoenix, Arizona, USA",Blue,Bantamweight,2,0,0,0,0,0,0,2,0,Orthodox,177.8,180.34,145,1,0,0,0,0,1,0,0,0,Switch,177.8,185.42,135,24,24
Ashlee Evans-Smith,Andrea Lee,2/17/2019,"Phoenix, Arizona, USA",Blue,WomenFlyweight,1,0,0,0,0,1,0,0,0,Orthodox,167.64,175.26,125,3,3,0,0,1,1,1,0,0,Orthodox,172.72,170.18,135,30,31
Aleksandra Albu,Emily Whitmire,2/17/2019,"Phoenix, Arizona, USA",Blue,WomenStrawweight,1,1,0,0,0,1,0,0,0,Orthodox,165.1,160.02,115,2,0,0,0,0,1,0,1,0,Orthodox,157.48,160.02,115,27,28
Scott Holtzman,Nik Lentz,2/17/2019,"Phoenix, Arizona, USA",Blue,Lightweight,13,8,0,0,2,6,3,2,0,Orthodox,172.72,172.72,145,5,2,0,0,0,3,1,1,0,Orthodox,175.26,175.26,155,34,35
Renan Barao,Luke Sanders,2/17/2019,"Phoenix, Arizona, USA",Blue,Bantamweight,2,3,0,0,0,1,0,1,0,Southpaw,167.64,170.18,135,9,6,0,0,0,4,2,3,0,Orthodox,167.64,177.8,145,33,32
Rani Yahya,Ricky Simon,2/9/2019,"Melbourne, Victoria, Australia",Blue,Bantamweight,2,0,0,0,0,1,1,0,0,Orthodox,167.64,175.26,135,11,4,0,0,1,4,0,6,0,Orthodox,167.64,170.18,135,26,34
Shane Young,Austin Arnett,2/9/2019,"Melbourne, Victoria, Australia",Red,Featherweight,1,2,0,0,0,1,0,0,0,Orthodox,182.88,182.88,145,1,1,0,0,0,0,1,0,0,Orthodox,172.72,182.88,145,27,25
Montana De La Rosa,Nadia Kassem,2/9/2019,"Melbourne, Victoria, Australia",Red,WomenFlyweight,1,0,0,0,0,1,0,0,0,Southpaw,165.1,167.64,125,2,0,0,0,0,0,0,2,0,Orthodox,170.18,172.72,125,23,23
Jimmy Crute,Sam Alvey,2/9/2019,"Melbourne, Victoria, Australia",Red,LightHeavyweight,10,6,0,0,2,2,5,1,0,Southpaw,187.96,190.5,205,1,0,0,0,0,0,0,1,0,Orthodox,187.96,187.96,205,32,22
Lando Vannata,Marcos Mariano,2/9/2019,"Melbourne, Victoria, Australia",Red,Lightweight,0,0,0,0,0,0,0,0,0,Switch,185.42,193.04,155,1,5,0,0,0,0,1,0,0,Orthodox,175.26,180.34,155,32,26
Devonte Smith,Dong Hyun Ma,2/9/2019,"Melbourne, Victoria, Australia",Red,Lightweight,3,2,0,0,1,1,1,0,0,Orthodox,180.34,177.8,155,1,0,0,0,0,0,1,0,0,Orthodox,175.26,193.04,155,30,25
Israel Adesanya,Anderson Silva,2/9/2019,"Melbourne, Victoria, Australia",Red,Middleweight,17,5,0,0,0,3,11,3,0,Southpaw,187.96,195.58,185,4,0,0,0,1,1,2,0,0,Switch,193.04,203.2,185,43,29
Kai Kara-France,Raulian Paiva,2/9/2019,"Melbourne, Victoria, Australia",Red,Flyweight,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,125,1,0,0,0,0,1,0,0,0,Orthodox,162.56,175.26,125,23,25
Callan Potter,Jalin Turner,2/9/2019,"Melbourne, Victoria, Australia",Blue,Lightweight,0,1,0,0,0,0,0,0,0,Southpaw,190.5,195.58,155,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,170,23,34
Wuliji Buren,Jonathan Martinez,2/9/2019,"Melbourne, Victoria, Australia",Blue,Bantamweight,0,1,0,0,0,0,0,0,0,Southpaw,172.72,177.8,135,0,2,0,0,0,0,0,0,0,Orthodox,175.26,175.26,135,24,29
Teruto Ishihara,Kyung Ho Kang,2/9/2019,"Melbourne, Victoria, Australia",Blue,Bantamweight,3,3,0,0,1,0,0,2,0,Orthodox,175.26,185.42,135,3,5,0,0,0,1,2,0,0,Southpaw,170.18,175.26,135,31,27
Demian Maia,Lyman Good,2/2/2019,"Fortaleza, Ceara, Brazil",Red,Welterweight,2,1,0,0,0,0,2,0,0,Orthodox,182.88,187.96,170,19,9,0,0,1,8,1,9,0,Southpaw,185.42,182.88,170,33,41
Charles Oliveira,David Teymur,2/2/2019,"Fortaleza, Ceara, Brazil",Red,Lightweight,5,0,0,0,0,3,2,0,0,Southpaw,175.26,185.42,155,13,9,0,0,0,1,0,12,0,Orthodox,177.8,187.96,155,29,29
Raphael Assuncao,Marlon Moraes,2/2/2019,"Fortaleza, Ceara, Brazil",Blue,Bantamweight,3,1,0,0,1,0,2,0,0,Orthodox,167.64,170.18,135,11,2,0,0,3,5,2,1,0,Orthodox,165.1,167.64,135,30,36
Johnny Walker,Justin Ledet,2/2/2019,"Fortaleza, Ceara, Brazil",Red,LightHeavyweight,3,1,0,0,1,1,0,1,0,Orthodox,193.04,203.2,205,1,0,0,0,0,0,1,0,0,Orthodox,198.12,208.28,205,30,26
Mara Romero Borella,Taila Santos,2/2/2019,"Fortaleza, Ceara, Brazil",Red,WomenFlyweight,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,125,1,1,0,0,0,0,0,1,0,Orthodox,167.64,175.26,125,25,32
Jose Aldo,Renato Moicano,2/2/2019,"Fortaleza, Ceara, Brazil",Red,Featherweight,5,1,0,0,2,1,0,2,0,Orthodox,180.34,182.88,155,9,3,0,0,0,6,3,0,0,Orthodox,170.18,177.8,135,29,32
Markus Perez,Anthony Hernandez,2/2/2019,"Fortaleza, Ceara, Brazil",Red,Middleweight,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,185,1,2,0,0,0,0,0,1,0,Orthodox,185.42,185.42,185,25,30
Livinha Souza,Sarah Frota,2/2/2019,"Fortaleza, Ceara, Brazil",Red,WomenStrawweight,0,0,0,0,0,0,0,0,0,Southpaw,167.64,175.26,125,1,0,0,0,0,0,0,1,0,Orthodox,160.02,160.02,115,31,27
Junior Albini,Jairzinho Rozenstruik,2/2/2019,"Fortaleza, Ceara, Brazil",Blue,Heavyweight,0,0,0,0,0,0,0,0,0,Orthodox,193.04,198.12,242,1,2,0,0,0,0,1,0,0,Orthodox,190.5,187.96,264,30,27
Thiago Alves,Max Griffin,2/2/2019,"Fortaleza, Ceara, Brazil",Red,Welterweight,2,3,0,0,0,1,1,0,0,Orthodox,180.34,193.04,170,14,10,0,0,0,5,7,1,1,Orthodox,175.26,177.8,170,33,35
Ricardo Ramos,Said Nurmagomedov,2/2/2019,"Fortaleza, Ceara, Brazil",Blue,Bantamweight,1,0,0,0,1,0,0,0,0,Orthodox,172.72,177.8,135,3,0,0,0,1,1,1,0,0,Orthodox,175.26,182.88,145,26,23
Geraldo de Freitas,Felipe Colares,2/2/2019,"Fortaleza, Ceara, Brazil",Red,Featherweight,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,135,0,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,135,24,27
Bibulatov Magomed,Rogerio Bontorin,2/2/2019,"Fortaleza, Ceara, Brazil",Blue,Flyweight,0,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,125,1,1,0,0,0,1,0,0,0,Orthodox,165.1,165.1,125,26,30
Henry Cejudo,TJ Dillashaw,1/19/2019,"Brooklyn, New York, USA",Red,Flyweight,12,3,0,0,0,4,7,1,0,Orthodox,167.64,170.18,125,7,2,0,0,2,4,1,0,0,Orthodox,162.56,162.56,135,32,31
Alexander Hernandez,Donald Cerrone,1/19/2019,"Brooklyn, New York, USA",Blue,Lightweight,21,8,0,0,0,6,9,6,0,Orthodox,185.42,185.42,155,2,0,0,0,0,1,1,0,0,Orthodox,175.26,182.88,155,35,26
Joanne Calderwood,Ariane Lipski,1/19/2019,"Brooklyn, New York, USA",Red,WomenFlyweight,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,125,4,3,0,0,0,2,1,1,0,Orthodox,167.64,165.1,125,24,33
Gregor Gillespie,Yancy Medeiros,1/19/2019,"Brooklyn, New York, USA",Red,Lightweight,6,6,0,0,1,0,2,3,0,Orthodox,177.8,190.5,155,5,0,0,0,0,1,2,2,0,Orthodox,170.18,180.34,155,31,32
Glover Teixeira,Karl Roberson,1/19/2019,"Brooklyn, New York, USA",Red,LightHeavyweight,2,1,0,0,0,1,0,1,0,Southpaw,185.42,187.96,185,10,5,0,0,0,2,4,3,1,Orthodox,187.96,193.04,205,28,39
Joseph Benavidez,Dustin Ortiz,1/19/2019,"Brooklyn, New York, USA",Red,Flyweight,8,5,0,0,3,1,4,0,0,Orthodox,165.1,165.1,125,13,3,0,0,1,7,4,1,0,Southpaw,162.56,165.1,125,30,34
Greg Hardy,Allen Crowder,1/19/2019,"Brooklyn, New York, USA",Blue,Heavyweight,0,1,0,0,0,0,0,0,0,Orthodox,190.5,193.04,245,0,0,0,0,0,0,0,0,0,Orthodox,195.58,203.2,265,29,30
Paige VanZant,Rachael Ostovich,1/19/2019,"Brooklyn, New York, USA",Red,WomenFlyweight,1,1,0,0,0,0,0,1,0,Orthodox,160.02,157.48,125,4,3,0,0,0,1,2,1,0,Orthodox,162.56,165.1,115,27,24
Alonzo Menifield,Vinicius Moreira,1/19/2019,"Brooklyn, New York, USA",Red,LightHeavyweight,0,0,0,0,0,0,0,0,0,Orthodox,193.04,193.04,205,0,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,205,29,31
Cory Sandhagen,Mario Bautista,1/19/2019,"Brooklyn, New York, USA",Red,Bantamweight,0,0,0,0,0,0,0,0,0,Switch,175.26,175.26,135,2,0,0,0,0,0,2,0,0,Switch,180.34,177.8,135,25,26
Dennis Bermudez,Te Edwards,1/19/2019,"Brooklyn, New York, USA",Red,Lightweight,0,1,0,0,0,0,0,0,0,Orthodox,172.72,182.88,155,9,7,0,0,2,4,1,2,0,Orthodox,167.64,167.64,155,28,32
Kyle Stewart,Chance Rencountre,1/19/2019,"Brooklyn, New York, USA",Blue,Welterweight,0,1,0,0,0,0,0,0,0,Southpaw,187.96,190.5,170,0,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170,32,29
Belal Muhammad,Geoff Neal,1/19/2019,"Brooklyn, New York, USA",Blue,Welterweight,2,0,0,0,0,0,1,1,0,Southpaw,180.34,190.5,170,5,2,0,0,1,3,1,0,0,Orthodox,180.34,182.88,170,28,30
Douglas Silva de Andrade,Petr Yan,12/29/2018,"Los Angeles, California, USA",Blue,Bantamweight,2,0,0,0,0,1,1,0,0,Switch,170.18,170.18,135,3,2,0,0,0,2,1,0,0,Orthodox,170.18,172.72,145,25,33
Chad Mendes,Alexander Volkanovski,12/29/2018,"Los Angeles, California, USA",Blue,Featherweight,5,0,0,0,0,3,2,0,0,Orthodox,167.64,180.34,145,9,4,0,0,0,3,6,0,0,Orthodox,167.64,167.64,145,30,33
Jon Jones,Alexander Gustafsson,12/29/2018,"Los Angeles, California, USA",Red,LightHeavyweight,10,4,0,0,0,3,5,2,0,Orthodox,195.58,200.66,205,16,2,0,0,0,7,4,5,0,Orthodox,193.04,213.36,205,31,31
