R_fighter,B_fighter,date,location,Winner,weight_class,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Jimmie Rivera,Petr Yan,6/8/2019,"Chicago, Illinois, USA",Blue,Bantamweight,4,0,0,0,0,2,2,0,0,Switch,170.18,170.18,135,6,2,0,0,1,4,1,0,0,Orthodox,162.56,172.72,135,26,29
Tony Ferguson,Donald Cerrone,6/8/2019,"Chicago, Illinois, USA",Red,Lightweight,23,8,0,0,0,7,10,6,0,Orthodox,185.42,185.42,155,14,1,0,0,1,3,3,6,1,Orthodox,180.34,193.04,155,36,35
Karolina Kowalkiewicz,Alexa Grasso,6/8/2019,"Chicago, Illinois, USA",Blue,WomenStrawweight,2,2,0,0,1,1,0,0,0,Orthodox,165.1,167.64,125,5,4,0,0,2,3,0,0,0,Orthodox,160.02,162.56,115,25,33
Henry Cejudo,Marlon Moraes,6/8/2019,"Chicago, Illinois, USA",Red,Bantamweight,4,1,0,0,1,0,2,1,0,Orthodox,167.64,170.18,135,8,2,0,0,2,4,2,0,0,Orthodox,162.56,162.56,135,31,32
Yan Xiaonan,Angela Hill,6/8/2019,"Chicago, Illinois, USA",Red,WomenStrawweight,4,6,0,0,0,4,0,0,0,Orthodox,160.02,162.56,115,3,0,0,0,0,3,0,0,0,Orthodox,165.1,160.02,115,34,29
Katlyn Chookagian,Joanne Calderwood,6/8/2019,"Chicago, Illinois, USA",Red,WomenFlyweight,5,3,0,0,0,3,1,1,0,Orthodox,167.64,165.1,125,4,2,0,0,1,3,0,0,0,Orthodox,175.26,172.72,125,33,30
Bevon Lewis,Darren Stewart,6/8/2019,"Chicago, Illinois, USA",Blue,Middleweight,2,5,0,0,0,0,2,0,0,Orthodox,182.88,187.96,185,0,1,0,0,0,0,0,0,0,Orthodox,190.5,200.66,185,28,28
Ricardo Lamas,Calvin Kattar,6/8/2019,"Chicago, Illinois, USA",Blue,Featherweight,3,1,0,0,0,1,2,0,0,Orthodox,180.34,182.88,145,10,5,0,0,0,3,4,3,0,Orthodox,172.72,180.34,145,31,37
Eddie Wineland,Grigory Popov,6/8/2019,"Chicago, Illinois, USA",Red,Bantamweight,0,0,0,0,0,0,0,0,0,Switch,170.18,172.72,135,5,7,0,0,1,0,4,0,0,Orthodox,170.18,175.26,135,35,34
Stevie Ray,Leonardo Santos,6/1/2019,"Stockholm, Sweden",Blue,Lightweight,5,1,0,0,1,1,1,2,0,Orthodox,182.88,190.5,155,6,3,0,1,1,2,2,0,0,Southpaw,177.8,177.8,155,39,29
Tonya Evinger,Lina Lansberg,6/1/2019,"Stockholm, Sweden",Blue,WomenBantamweight,2,3,0,0,0,2,0,0,0,Orthodox,170.18,165.1,135,0,2,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,37,37
Damir Hadzovic,Christos Giagos,6/1/2019,"Stockholm, Sweden",Blue,Lightweight,2,3,0,0,0,1,0,1,0,Orthodox,177.8,180.34,155,3,2,0,0,1,0,2,0,0,Orthodox,175.26,177.8,155,29,32
Makwan Amirkhani,Chris Fishgold,6/1/2019,"Stockholm, Sweden",Red,Featherweight,1,1,0,0,0,0,0,1,0,Orthodox,172.72,172.72,145,4,1,0,0,1,1,1,1,0,Southpaw,177.8,182.88,145,26,30
Alexander Gustafsson,Anthony Smith,6/1/2019,"Stockholm, Sweden",Blue,LightHeavyweight,7,4,0,0,0,1,5,1,0,Orthodox,193.04,193.04,205,10,5,0,0,0,3,5,2,0,Orthodox,195.58,200.66,205,30,32
Daniel Teymur,Sung Bin Jo,6/1/2019,"Stockholm, Sweden",Red,Featherweight,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,0,3,0,0,0,0,0,0,0,Orthodox,165.1,175.26,145,26,31
Rostem Akman,Sergey Khandozhko,6/1/2019,"Stockholm, Sweden",Blue,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,0,0,0,0,0,0,0,0,0,Switch,177.8,182.88,170,27,27
Jimi Manuwa,Aleksandar Rakic,6/1/2019,"Stockholm, Sweden",Blue,LightHeavyweight,3,0,0,0,0,2,1,0,0,Orthodox,193.04,198.12,205,6,5,0,0,0,1,3,0,2,Orthodox,185.42,200.66,205,27,39
Darko Stosic,Devin Clark,6/1/2019,"Stockholm, Sweden",Blue,LightHeavyweight,3,3,0,0,0,3,0,0,0,Orthodox,182.88,190.5,205,1,0,0,0,0,0,1,0,0,Orthodox,182.88,193.04,205,29,27
Joel Alvarez,Danilo Belluardo,6/1/2019,"Stockholm, Sweden",Red,Lightweight,0,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,155,0,1,0,0,0,0,0,0,0,Orthodox,190.5,195.58,155,24,25
Nick Hein,Frank Camacho,6/1/2019,"Stockholm, Sweden",Blue,Lightweight,1,3,0,0,1,0,0,0,0,Orthodox,177.8,185.42,170,4,3,0,0,0,4,0,0,0,Southpaw,167.64,167.64,155,30,35
Bea Malecki,Duda Santana,6/1/2019,"Stockholm, Sweden",Red,WomenBantamweight,0,0,0,0,0,0,0,0,0,Orthodox,170.18,185.42,145,0,0,0,0,0,0,0,0,0,Orthodox,175.26,187.96,135,23,27
Davi Ramos,Austin Hubbard,5/18/2019,"Rochester, New York, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155,3,1,0,0,0,0,0,3,0,Orthodox,167.64,177.8,155,27,32
Vicente Luque,Derrick Krantz,5/18/2019,"Rochester, New York, USA",Red,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,8,2,0,0,0,0,5,3,0,Orthodox,180.34,190.5,170,31,27
Rafael Dos Anjos,Kevin Lee,5/18/2019,"Rochester, New York, USA",Red,Welterweight,10,4,0,0,1,3,1,4,1,Orthodox,175.26,195.58,170,17,9,0,0,0,10,4,3,0,Southpaw,172.72,177.8,155,26,34
Aspen Ladd,Sijara Eubanks,5/18/2019,"Rochester, New York, USA",Red,WomenBantamweight,2,0,0,0,0,2,0,0,0,Orthodox,162.56,170.18,135,2,0,0,0,0,0,2,0,0,Orthodox,167.64,167.64,135,34,24
Desmond Green,Charles Jourdain,5/18/2019,"Rochester, New York, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,Switch,175.26,175.26,145,3,3,0,0,1,1,1,0,0,Southpaw,177.8,185.42,155,23,29
Megan Anderson,Felicia Spencer,5/18/2019,"Rochester, New York, USA",Blue,WomenFeatherweight,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,145,1,1,0,0,0,0,1,0,0,Orthodox,182.88,182.88,145,28,29
Antonio Carlos Junior,Ian Heinisch,5/18/2019,"Rochester, New York, USA",Blue,Middleweight,1,0,0,0,0,1,0,0,0,Orthodox,180.34,182.88,185,7,3,0,0,0,2,0,5,0,Orthodox,187.96,200.66,185,30,29
Charles Oliveira,Nik Lentz,5/18/2019,"Rochester, New York, USA",Red,Lightweight,14,8,0,0,2,7,3,2,0,Orthodox,172.72,172.72,145,14,9,0,0,0,1,0,13,0,Orthodox,177.8,187.96,155,34,29
Zak Cummings,Trevin Giles,5/18/2019,"Rochester, New York, USA",Red,Middleweight,2,0,0,0,0,0,2,0,0,Orthodox,182.88,187.96,185,7,3,0,0,0,3,1,3,0,Southpaw,182.88,190.5,185,26,34
Michael Trizano,Grant Dawson,5/18/2019,"Rochester, New York, USA",Blue,Featherweight,1,0,0,0,0,1,0,0,0,Switch,177.8,182.88,145,2,0,0,0,2,0,0,0,0,Orthodox,180.34,180.34,155,25,27
Danny Roberts,Michel Pereira,5/18/2019,"Rochester, New York, USA",Blue,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,170,5,3,0,0,1,1,2,1,0,Southpaw,185.42,187.96,170,25,31
Patrick Cummins,Ed Herman,5/18/2019,"Rochester, New York, USA",Blue,LightHeavyweight,10,11,0,0,1,2,3,4,0,Orthodox,185.42,195.58,205,6,6,0,0,1,3,2,0,0,Orthodox,187.96,193.04,205,38,38
Julio Arce,Julian Erosa,5/18/2019,"Rochester, New York, USA",Red,Featherweight,1,3,0,0,1,0,0,0,0,Southpaw,185.42,187.96,145,2,1,0,0,0,1,0,1,0,Southpaw,170.18,177.8,145,29,29
Irene Aldana,Bethe Correia,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Red,WomenBantamweight,4,4,0,0,2,1,1,0,0,Orthodox,165.1,162.56,135,2,2,0,0,1,1,0,0,0,Orthodox,175.26,172.72,135,35,31
Jared Cannonier,Anderson Silva,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Red,Middleweight,17,6,0,0,0,3,11,3,0,Southpaw,187.96,195.58,185,4,4,0,0,0,1,3,0,0,Switch,180.34,195.58,185,44,35
Rogerio Nogueira,Ryan Spann,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Blue,LightHeavyweight,1,0,0,0,0,1,0,0,0,Orthodox,195.58,200.66,205,6,5,0,0,1,1,4,0,0,Southpaw,187.96,190.5,205,27,42
Thiago Moises,Kurt Holobaugh,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Red,Lightweight,0,3,0,0,0,0,0,0,0,Orthodox,180.34,177.8,155,0,1,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,32,24
Jose Aldo,Alexander Volkanovski,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Blue,Featherweight,6,0,0,0,0,3,3,0,0,Orthodox,167.64,180.34,145,10,3,0,0,0,6,4,0,0,Orthodox,170.18,177.8,135,30,32
Thiago Alves,Laureano Staropoli,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Blue,Welterweight,1,0,0,0,0,1,0,0,0,Orthodox,185.42,180.34,170,15,10,0,0,1,5,7,1,1,Orthodox,175.26,177.8,170,26,35
Warlley Alves,Sergio Moraes,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Red,Welterweight,8,4,0,0,2,2,1,3,0,Orthodox,182.88,182.88,170,6,3,0,0,0,2,0,3,1,Orthodox,180.34,182.88,170,36,28
Rose Namajunas,Jessica Andrade,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Blue,WomenStrawweight,10,4,0,0,1,5,2,2,0,Orthodox,154.94,157.48,115,6,2,0,0,0,2,1,3,0,Orthodox,165.1,165.1,115,27,26
Raoni Barcelos,Carlos Huachin,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Red,Bantamweight,0,0,0,0,0,0,0,0,0,Southpaw,162.56,170.18,135,2,0,0,0,0,0,1,1,0,Orthodox,170.18,170.18,135,22,32
BJ Penn,Clay Guida,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Blue,Lightweight,14,12,0,0,3,5,2,4,0,Orthodox,170.18,177.8,155,12,14,0,0,0,1,6,4,1,Orthodox,175.26,177.8,155,37,40
Luana Carolina,Priscila Cachoeira,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Red,WomenFlyweight,0,2,0,0,0,0,0,0,0,Orthodox,170.18,165.1,135,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,30,25
Talita Bernardo,Viviane Araujo,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Blue,WomenBantamweight,0,0,0,0,0,0,0,0,0,Orthodox,162.56,172.72,125,1,2,0,0,0,1,0,0,0,Orthodox,162.56,172.72,135,32,32
Walt Harris,Serghei Spivac,5/4/2019,"Ottawa, Ontario, Canada",Red,Heavyweight,0,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,260,4,7,0,0,0,0,4,0,0,Southpaw,195.58,195.58,250,24,35
Al Iaquinta,Donald Cerrone,5/4/2019,"Ottawa, Ontario, Canada",Blue,Lightweight,22,8,0,0,0,6,10,6,0,Orthodox,185.42,185.42,155,9,3,0,0,1,4,4,0,0,Orthodox,177.8,177.8,155,36,32
Marc-Andre Barriault,Andrew Sanchez,5/4/2019,"Ottawa, Ontario, Canada",Blue,Middleweight,3,2,0,0,0,3,0,0,0,Orthodox,185.42,187.96,185,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,185,31,29
Aiemann Zahabi,Vince Morales,5/4/2019,"Ottawa, Ontario, Canada",Blue,Bantamweight,0,1,0,0,0,0,0,0,0,Orthodox,170.18,177.8,145,1,1,0,0,0,1,0,0,0,Orthodox,172.72,172.72,135,28,31
Derek Brunson,Elias Theodorou,5/4/2019,"Ottawa, Ontario, Canada",Red,Middleweight,8,2,0,0,1,5,2,0,0,Orthodox,185.42,190.5,185,9,5,0,0,0,2,6,1,0,Southpaw,185.42,195.58,185,30,35
Macy Chiasson,Sarah Moras,5/4/2019,"Ottawa, Ontario, Canada",Red,WomenBantamweight,2,3,0,0,0,1,0,1,0,Orthodox,170.18,170.18,135,2,0,0,0,0,0,1,1,0,Orthodox,180.34,182.88,135,31,27
Cub Swanson,Shane Burgos,5/4/2019,"Ottawa, Ontario, Canada",Blue,Featherweight,4,1,0,0,0,2,1,1,0,Orthodox,180.34,190.5,145,10,6,0,0,0,6,4,0,0,Orthodox,172.72,177.8,145,28,35
Brad Katona,Merab Dvalishvili,5/4/2019,"Ottawa, Ontario, Canada",Blue,Bantamweight,1,2,0,0,0,1,0,0,0,Orthodox,167.64,172.72,135,2,0,0,0,0,2,0,0,0,Orthodox,167.64,162.56,135,28,27
Nordine Taleb,Kyle Prepolec,5/4/2019,"Ottawa, Ontario, Canada",Red,Welterweight,0,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,170,6,4,0,0,1,3,2,0,0,Orthodox,185.42,187.96,170,29,37
Kyle Nelson,Matt Sayles,5/4/2019,"Ottawa, Ontario, Canada",Blue,Featherweight,0,1,0,0,0,0,0,0,0,Orthodox,170.18,172.72,145,0,1,0,0,0,0,0,0,0,Switch,180.34,180.34,155,25,28
Arjan Bhullar,Juan Adams,5/4/2019,"Ottawa, Ontario, Canada",Red,Heavyweight,1,0,0,0,0,0,1,0,0,Orthodox,195.58,203.2,265,2,1,0,0,0,2,0,0,0,Orthodox,185.42,190.5,245,27,32
Mitch Gagnon,Cole Smith,5/4/2019,"Ottawa, Ontario, Canada",Blue,Bantamweight,0,0,0,0,0,0,0,0,0,Orthodox,180.34,170.18,135,4,3,0,0,0,1,0,3,0,Southpaw,165.1,165.1,135,30,34
Andrei Arlovski,Augusto Sakai,4/27/2019,"Sunrise, Florida, USA",Blue,Heavyweight,1,0,0,0,0,0,1,0,0,Orthodox,190.5,195.58,265,16,12,0,0,1,4,9,2,0,Orthodox,190.5,195.58,240,27,40
Glover Teixeira,Ion Cutelaba,4/27/2019,"Sunrise, Florida, USA",Red,LightHeavyweight,3,2,0,0,0,1,2,0,0,Southpaw,185.42,190.5,205,11,5,0,0,0,2,4,4,1,Orthodox,187.96,193.04,205,25,39
Greg Hardy,Dmitrii Smoliakov,4/27/2019,"Sunrise, Florida, USA",Red,Heavyweight,0,2,0,0,0,0,0,0,0,Switch,187.96,187.96,253,0,1,0,0,0,0,0,0,0,Orthodox,195.58,203.2,265,36,30
John Lineker,Cory Sandhagen,4/27/2019,"Sunrise, Florida, USA",Blue,Bantamweight,3,0,0,0,0,0,2,1,0,Switch,180.34,177.8,135,12,3,0,0,1,4,6,1,0,Orthodox,160.02,170.18,135,27,28
Jacare Souza,Jack Hermansson,4/27/2019,"Sunrise, Florida, USA",Blue,Middleweight,6,2,0,0,0,1,3,2,0,Orthodox,185.42,195.58,185,9,3,0,0,0,1,4,4,0,Orthodox,185.42,182.88,185,30,39
Roosevelt Roberts,Thomas Gifford,4/27/2019,"Sunrise, Florida, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,155,1,0,0,0,0,0,0,1,0,Orthodox,187.96,185.42,155,26,25
Ben Saunders,Takashi Sato,4/27/2019,"Sunrise, Florida, USA",Blue,Welterweight,0,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,170,9,8,0,0,1,2,3,3,0,Orthodox,187.96,195.58,170,28,36
Alex Oliveira,Mike Perry,4/27/2019,"Sunrise, Florida, USA",Blue,Welterweight,5,4,0,0,1,0,4,0,0,Orthodox,177.8,180.34,170,9,5,0,0,0,2,4,3,0,Orthodox,180.34,193.04,170,27,31
Angela Hill,Jodie Esquibel,4/27/2019,"Sunrise, Florida, USA",Red,WomenStrawweight,0,2,0,0,0,0,0,0,0,Orthodox,154.94,162.56,115,3,6,0,0,0,3,0,0,0,Orthodox,160.02,162.56,115,32,34
Carla Esparza,Virna Jandiroba,4/27/2019,"Sunrise, Florida, USA",Red,WomenStrawweight,0,0,0,0,0,0,0,0,0,Orthodox,160.02,162.56,115,4,4,0,0,0,3,0,1,0,Orthodox,154.94,160.02,115,30,31
Gilbert Burns,Mike Davis,4/27/2019,"Sunrise, Florida, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,7,3,0,0,0,2,2,3,0,Orthodox,177.8,180.34,170,26,32
Jim Miller,Jason Gonzalez,4/27/2019,"Sunrise, Florida, USA",Red,Lightweight,1,2,0,0,0,0,0,1,0,Southpaw,187.96,187.96,155,18,13,0,0,2,6,3,7,0,Southpaw,172.72,180.34,155,29,35
Court McGee,Dhiego Lima,4/27/2019,"Sunrise, Florida, USA",Blue,Welterweight,2,5,0,0,0,1,1,0,0,Orthodox,187.96,190.5,170,8,6,0,0,1,5,0,2,0,Orthodox,180.34,190.5,170,30,34
Roxanne Modafferi,Antonina Shevchenko,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",Red,WomenFlyweight,1,0,0,0,0,1,0,0,0,Southpaw,172.72,170.18,125,1,3,0,0,0,0,1,0,0,Orthodox,170.18,175.26,125,34,36
Alexander Yakovlev,Alex Da Silva,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",Red,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,172.72,185.42,155,2,4,0,0,0,1,1,0,0,Southpaw,190.5,187.96,155,23,34
Islam Makhachev,Arman Tsarukyan,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",Red,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,155,5,1,0,0,0,2,1,2,0,Southpaw,177.8,177.8,155,22,27
Krzysztof Jotko,Alen Amedovski,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",Red,Middleweight,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,185,6,4,0,0,1,4,1,0,0,Southpaw,185.42,195.58,185,31,29
Sergei Pavlovich,Marcelo Golm,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",Red,Heavyweight,1,2,0,0,0,0,0,1,0,Orthodox,190.5,190.5,249,0,1,0,0,0,0,0,0,0,Southpaw,190.5,213.36,257,26,26
Alistair Overeem,Aleksei Oleinik,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",Red,Heavyweight,6,2,0,0,0,0,1,5,0,Orthodox,187.96,203.2,240,9,6,0,1,0,2,6,0,0,Orthodox,193.04,203.2,265,41,38
Movsar Evloev,SeungWoo Choi,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",Red,Featherweight,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,145,0,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,145,26,25
Sultan Aliev,Keita Nakamura,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",Red,Welterweight,4,6,0,0,2,0,0,2,0,Southpaw,180.34,185.42,170,1,2,0,0,1,0,0,0,0,Orthodox,180.34,187.96,170,34,34
Marcin Tybura,Shamil Abdurakhimov,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",Blue,Heavyweight,4,2,0,0,1,2,1,0,0,Orthodox,190.5,193.04,235,4,3,0,0,0,2,2,0,0,Orthodox,190.5,198.12,249,37,33
Gadzhimurad Antigulov,Michal Oleksiejczuk,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",Blue,LightHeavyweight,1,1,0,0,0,0,1,0,0,Southpaw,182.88,187.96,205,2,1,0,0,0,0,0,2,0,Orthodox,180.34,177.8,205,24,32
Magomed Mustafaev,Rafael Fiziev,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",Red,Lightweight,0,0,0,0,0,0,0,0,0,Switch,172.72,180.34,155,2,1,0,0,0,0,1,0,1,Orthodox,172.72,180.34,155,26,30
Max Holloway,Dustin Poirier,4/13/2019,"Atlanta, Georgia, USA",Blue,Lightweight,16,5,0,1,0,4,8,3,0,Southpaw,175.26,182.88,155,16,3,0,0,1,4,8,2,1,Orthodox,180.34,175.26,145,30,27
Max Griffin,Zelim Imadaev,4/13/2019,"Atlanta, Georgia, USA",Red,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170,2,4,0,0,0,1,1,0,0,Orthodox,180.34,193.04,170,24,33
Eryk Anders,Khalil Rountree Jr.,4/13/2019,"Atlanta, Georgia, USA",Blue,LightHeavyweight,3,4,0,0,0,0,3,0,0,Southpaw,185.42,193.04,205,3,3,0,0,0,1,2,0,0,Southpaw,185.42,190.5,185,29,31
Alan Jouban,Dwight Grant,4/13/2019,"Atlanta, Georgia, USA",Blue,Welterweight,1,1,0,0,0,0,1,0,0,Switch,185.42,193.04,170,7,4,0,0,0,3,4,0,0,Southpaw,182.88,185.42,170,34,37
Jalin Turner,Matt Frevola,4/13/2019,"Atlanta, Georgia, USA",Blue,Lightweight,0,2,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,1,1,0,0,0,0,1,0,0,Southpaw,190.5,195.58,155,28,23
Ovince Saint Preux,Nikita Krylov,4/13/2019,"Atlanta, Georgia, USA",Blue,LightHeavyweight,6,4,0,0,0,0,3,3,0,Orthodox,190.5,195.58,205,11,7,0,1,0,1,5,4,0,Southpaw,190.5,203.2,205,27,36
Kelvin Gastelum,Israel Adesanya,4/13/2019,"Atlanta, Georgia, USA",Blue,Middleweight,5,0,0,0,1,2,2,0,0,Switch,193.04,203.2,185,10,4,0,0,3,2,3,2,0,Southpaw,175.26,180.34,185,29,27
Curtis Millender,Belal Muhammad,4/13/2019,"Atlanta, Georgia, USA",Blue,Welterweight,5,3,0,0,1,3,1,0,0,Orthodox,180.34,182.88,170,3,1,0,0,0,2,1,0,0,Orthodox,187.96,193.04,170,30,31
Wilson Reis,Alexandre Pantoja,4/13/2019,"Atlanta, Georgia, USA",Blue,Flyweight,4,1,0,0,1,1,0,2,0,Orthodox,165.1,170.18,125,7,5,0,0,0,5,0,2,0,Southpaw,162.56,165.1,125,28,34
Boston Salmon,Khalid Taha,4/13/2019,"Atlanta, Georgia, USA",Blue,Bantamweight,0,1,0,0,0,0,0,0,0,Orthodox,165.1,175.26,135,0,0,0,0,0,0,0,0,0,Southpaw,175.26,175.26,135,27,28
Montel Jackson,Andre Soukhamthath,4/13/2019,"Atlanta, Georgia, USA",Red,Bantamweight,2,3,0,0,0,1,1,0,0,Orthodox,175.26,177.8,135,1,1,0,0,0,0,0,1,0,Southpaw,177.8,190.5,135,30,26
Brandon Davis,Randy Costa,4/13/2019,"Atlanta, Georgia, USA",Red,Bantamweight,0,0,0,0,0,0,0,0,0,Switch,175.26,185.42,135,1,3,0,0,0,1,0,0,0,Orthodox,177.8,182.88,135,24,28
Lauren Mueller,Poliana Botelho,4/13/2019,"Atlanta, Georgia, USA",Blue,WomenFlyweight,2,1,0,0,0,1,1,0,0,Orthodox,172.72,170.18,115,1,1,0,0,0,1,0,0,0,Orthodox,165.1,170.18,125,30,27
Edson Barboza,Justin Gaethje,3/30/2019,"Philadelphia, Pennsylvania, USA",Blue,Lightweight,2,2,0,0,0,0,2,0,0,Orthodox,180.34,177.8,155,14,6,0,1,1,5,7,0,0,Orthodox,180.34,190.5,145,30,33
Kennedy Nzechukwu,Paul Craig,3/30/2019,"Philadelphia, Pennsylvania, USA",Blue,LightHeavyweight,2,3,0,0,0,0,0,2,0,Orthodox,190.5,193.04,205,0,0,0,0,0,0,0,0,0,Southpaw,195.58,210.82,205,31,26
Ross Pearson,Desmond Green,3/30/2019,"Philadelphia, Pennsylvania, USA",Blue,Lightweight,2,3,0,0,1,1,0,0,0,Southpaw,177.8,185.42,155,12,13,0,0,2,5,4,0,1,Orthodox,172.72,175.26,155,29,34
Sodiq Yusuff,Sheymon Moraes,3/30/2019,"Philadelphia, Pennsylvania, USA",Red,Featherweight,2,1,0,0,1,1,0,0,0,Orthodox,172.72,182.88,145,1,0,0,0,0,0,1,0,0,Orthodox,175.26,180.34,145,28,25
Karolina Kowalkiewicz,Michelle Waterson,3/30/2019,"Philadelphia, Pennsylvania, USA",Blue,WomenStrawweight,4,2,0,0,1,1,0,2,0,Orthodox,160.02,157.48,115,5,3,0,0,2,3,0,0,0,Orthodox,160.02,162.56,115,33,33
Marina Rodriguez,Jessica Aguilar,3/30/2019,"Philadelphia, Pennsylvania, USA",Red,WomenStrawweight,1,3,0,0,0,1,0,0,0,Orthodox,160.02,160.02,115,0,1,0,0,0,0,0,0,0,Orthodox,167.64,165.1,115,36,31
Josh Emmett,Michael Johnson,3/30/2019,"Philadelphia, Pennsylvania, USA",Red,Featherweight,11,9,0,0,1,6,4,0,0,Southpaw,177.8,185.42,155,4,2,0,0,1,2,1,0,0,Orthodox,167.64,177.8,145,32,34
David Branch,Jack Hermansson,3/30/2019,"Philadelphia, Pennsylvania, USA",Blue,Middleweight,5,2,0,0,0,1,3,1,0,Orthodox,185.42,195.58,185,4,4,0,0,1,2,1,0,0,Orthodox,185.42,198.12,185,30,37
Ray Borg,Casey Kenney,3/30/2019,"Philadelphia, Pennsylvania, USA",Blue,Bantamweight,0,0,0,0,0,0,0,0,0,Southpaw,170.18,172.72,140,5,3,0,0,0,3,0,2,0,Orthodox,162.56,160.02,135,28,25
Enrique Barzola,Kevin Aguilar,3/30/2019,"Philadelphia, Pennsylvania, USA",Blue,Featherweight,1,0,0,0,0,1,0,0,0,Orthodox,170.18,185.42,155,5,1,0,0,0,5,0,0,0,Orthodox,170.18,177.8,145,30,29
Kevin Holland,Gerald Meerschaert,3/30/2019,"Philadelphia, Pennsylvania, USA",Red,Middleweight,4,2,0,0,0,0,1,3,0,Southpaw,185.42,195.58,185,1,1,0,0,0,0,0,1,0,Orthodox,190.5,205.74,185,31,26
Alex Perez,Mark De La Rosa,3/30/2019,"Philadelphia, Pennsylvania, USA",Red,Bantamweight,2,1,0,0,1,0,0,1,0,Orthodox,167.64,165.1,135,3,1,0,0,0,1,1,1,0,Orthodox,167.64,165.1,125,24,27
Sabina Mazo,Maryna Moroz,3/30/2019,"Philadelphia, Pennsylvania, USA",Blue,WomenFlyweight,3,3,0,0,1,1,0,1,0,Orthodox,170.18,170.18,125,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,27,22
Bryce Mitchell,Bobby Moffett,3/23/2019,"Nashville, Tennessee, USA",Red,Featherweight,0,1,0,0,0,0,0,0,0,Orthodox,177.8,185.42,145,1,0,0,1,0,0,0,0,0,Southpaw,177.8,177.8,145,28,24
Jussier Formiga,Deiveson Figueiredo,3/23/2019,"Nashville, Tennessee, USA",Red,Flyweight,4,0,0,0,1,0,3,0,0,Orthodox,165.1,172.72,125,8,4,0,0,0,5,0,3,0,Orthodox,165.1,170.18,125,31,33
